HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Synonyms	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:30946	ZNF233	zinc finger protein 233	Approved	gene with protein product		FLJ38032	19q13.31	353355	ENSG00000159915	OTTHUMG00000182354	28	Zinc fingers C2H2-type
HGNC:13027	ZNF234	zinc finger protein 234	Approved	gene with protein product	ZNF269	HZF4	19q13	10780	ENSG00000263002	OTTHUMG00000182337	28	Zinc fingers C2H2-type
HGNC:12866	ZNF235	zinc finger protein 235	Approved	gene with protein product	ZNF270, ZFP93	HZF6, ANF270	19q13.2	9310	ENSG00000159917	OTTHUMG00000182353	28	Zinc fingers C2H2-type
HGNC:13028	ZNF236	zinc finger protein 236	Approved	gene with protein product			18q22-q23	7776	ENSG00000130856	OTTHUMG00000179331	28	Zinc fingers C2H2-type
HGNC:13030	ZBTB18	zinc finger and BTB domain containing 18	Approved	gene with protein product	ZNF238	C2H2-171, TAZ-1, RP58	1q44	10472	ENSG00000179456	OTTHUMG00000040013	28	Zinc fingers C2H2-type
HGNC:13031	ZNF239	zinc finger protein 239	Approved	gene with protein product		MOK2, HOK-2	10q11.22-q11.23	8187	ENSG00000196793	OTTHUMG00000018033	28	Zinc fingers C2H2-type
HGNC:13032	ZNF24	zinc finger protein 24	Approved	gene with protein product	ZNF191	ZSCAN3, Zfp191, KOX17	18q12.2	7572	ENSG00000172466	OTTHUMG00000132565	28	Zinc fingers C2H2-type
HGNC:13041	ZNF248	zinc finger protein 248	Approved	gene with protein product		bA162G10.3	10p11.21	57209	ENSG00000198105	OTTHUMG00000017980	28	Zinc fingers C2H2-type
HGNC:13043	ZNF25	zinc finger protein 25	Approved	gene with protein product		KOX19, FLJ31890, Zfp9	10p11.21	219749	ENSG00000175395	OTTHUMG00000019344	28	Zinc fingers C2H2-type
HGNC:13044	ZNF250	zinc finger protein 250	Approved	gene with protein product	ZNF647	MGC9718, ZFP647	8q24.3	58500	ENSG00000196150	OTTHUMG00000165252	28	Zinc fingers C2H2-type
HGNC:13045	ZNF251	zinc finger protein 251	Approved	gene with protein product			8q24.3	90987	ENSG00000198169	OTTHUMG00000165189	28	Zinc fingers C2H2-type
HGNC:13497	ZNF253	zinc finger protein 253	Approved	gene with protein product	ZNF411	BMZF-1, FLJ90391	19p13.11	56242	ENSG00000256771	OTTHUMG00000182369	28	Zinc fingers C2H2-type
HGNC:13047	ZNF254	zinc finger protein 254	Approved	gene with protein product	ZNF91L, ZNF539	HD-ZNF1, BMZF-5	19p13	9534	ENSG00000213096	OTTHUMG00000183394	28	Zinc fingers C2H2-type
HGNC:13049	ZNF256	zinc finger protein 256	Approved	gene with protein product		BMZF-3	19q13	10172	ENSG00000152454	OTTHUMG00000183449	28	Zinc fingers C2H2-type
HGNC:13498	ZNF257	zinc finger protein 257	Approved	gene with protein product		BMZF-4	19p12	113835	ENSG00000197134	OTTHUMG00000182927	28	Zinc fingers C2H2-type
HGNC:13053	ZNF26	zinc finger protein 26	Approved	gene with protein product		KOX20, FLJ20755	12q24.33	7574	ENSG00000198393	OTTHUMG00000167936	28	Zinc fingers C2H2-type
HGNC:13499	ZNF260	zinc finger protein 260	Approved	gene with protein product		ozrf1, Zfp260	19q13.12	339324	ENSG00000254004	OTTHUMG00000048155	28	Zinc fingers C2H2-type
HGNC:13056	ZNF263	zinc finger protein 263	Approved	gene with protein product		FPM315, ZKSCAN12, ZSCAN44	16p13.3	10127	ENSG00000006194	OTTHUMG00000129323	28	Zinc fingers C2H2-type
HGNC:13057	ZNF264	zinc finger protein 264	Approved	gene with protein product		KIAA0412	19q13.43	9422	ENSG00000083844	OTTHUMG00000183104	28	Zinc fingers C2H2-type
HGNC:13059	ZNF266	zinc finger protein 266	Approved	gene with protein product		HZF1	19p13.2	10781	ENSG00000174652	OTTHUMG00000179945	28	Zinc fingers C2H2-type
HGNC:13060	ZNF267	zinc finger protein 267	Approved	gene with protein product		HZF2	16p11.2	10308	ENSG00000185947	OTTHUMG00000176535	28	Zinc fingers C2H2-type
HGNC:13061	ZNF268	zinc finger protein 268	Approved	gene with protein product		HZF3	12q24.33	10795	ENSG00000090612	OTTHUMG00000167946	28	Zinc fingers C2H2-type
HGNC:13065	ZNF271P	zinc finger protein 271, pseudogene	Approved	pseudogene	ZNF271	HZF7, ZNFEB	18q12.2	10778	ENSG00000257267	OTTHUMG00000132563	28	Zinc fingers C2H2-type
HGNC:13067	ZNF273	zinc finger protein 273	Approved	gene with protein product		HZF9	7q11.21	10793	ENSG00000198039	OTTHUMG00000149837	28	Zinc fingers C2H2-type
HGNC:13068	ZNF274	zinc finger protein 274	Approved	gene with protein product		ZKSCAN19, ZSCAN51	19q13.43	10782	ENSG00000171606	OTTHUMG00000183456	28	Zinc fingers C2H2-type
HGNC:13069	ZNF275	zinc finger protein 275	Approved	gene with protein product			Xq28	10838	ENSG00000063587	OTTHUMG00000067450	28	Zinc fingers C2H2-type
HGNC:23330	ZNF276	zinc finger protein 276	Approved	gene with protein product	ZFP276	MGC45417, ZNF477, CENPZ, CENP-Z, ZADT	16q24.3	92822	ENSG00000158805	OTTHUMG00000138050	28	Zinc fingers C2H2-type
HGNC:13071	PATZ1	POZ/BTB and AT hook containing zinc finger 1	Approved	gene with protein product	ZNF278	MAZR, dJ400N23, ZBTB19, ZSG, RIAZ, PATZ	22q12.2	23598	ENSG00000100105	OTTHUMG00000151254	28	Zinc fingers C2H2-type
HGNC:13073	ZNF28	zinc finger protein 28	Approved	gene with protein product		KOX24, DKFZp781D0275	19q13.41	7576	ENSG00000198538	OTTHUMG00000154564	28	Zinc fingers C2H2-type
HGNC:13075	ZNF281	zinc finger protein 281	Approved	gene with protein product		ZBP-99	1q32.1	23528	ENSG00000162702	OTTHUMG00000035724	28	Zinc fingers C2H2-type
HGNC:13076	ZNF282	zinc finger protein 282	Approved	gene with protein product		HUB1	7q36.1	8427	ENSG00000170265	OTTHUMG00000158974	28	Zinc fingers C2H2-type
HGNC:13077	ZNF283	zinc finger protein 283	Approved	gene with protein product			19q13.31	284349	ENSG00000167637	OTTHUMG00000182186	28	Zinc fingers C2H2-type
HGNC:13078	ZNF284	zinc finger protein 284	Approved	gene with protein product		DKFZp781F1775	19q13.32	342909	ENSG00000186026	OTTHUMG00000182312	28	Zinc fingers C2H2-type
HGNC:13079	ZNF285	zinc finger protein 285	Approved	gene with protein product	ZNF285A		19q13.31	26974	ENSG00000267508	OTTHUMG00000178848	28	Zinc fingers C2H2-type
HGNC:13501	ZNF286A	zinc finger protein 286A	Approved	gene with protein product	ZNF286	KIAA1874	17p12	57335	ENSG00000187607	OTTHUMG00000166448	28	Zinc fingers C2H2-type
HGNC:13502	ZNF287	zinc finger protein 287	Approved	gene with protein product		ZKSCAN13, ZSCAN45	17p11.2	57336	ENSG00000141040	OTTHUMG00000058993	28	Zinc fingers C2H2-type
HGNC:13503	ZBTB20	zinc finger and BTB domain containing 20	Approved	gene with protein product	ZNF288	ODA-8S, DKFZp566F123, DPZF	3q13.31	26137	ENSG00000181722	OTTHUMG00000159366	28	Zinc fingers C2H2-type
HGNC:13081	SCAPER	S-phase cyclin A associated protein in the ER	Approved	gene with protein product	ZNF291	Zfp291	15q24.3	49855	ENSG00000140386	OTTHUMG00000172655	28	Zinc fingers C2H2-type
HGNC:18410	ZNF292	zinc finger protein 292	Approved	gene with protein product		KIAA0530, ZFP292, bA393I2.3, Zn-15, Zn-16	6q14.3	23036	ENSG00000188994	OTTHUMG00000015164	28	Zinc fingers C2H2-type
HGNC:18411	SNAI3	snail family transcriptional repressor 3	Approved	gene with protein product	ZNF293	SMUC, Zfp293	16q24.3	333929	ENSG00000185669	OTTHUMG00000173243	28	Zinc fingers C2H2-type
HGNC:13083	ZBTB21	zinc finger and BTB domain containing 21	Approved	gene with protein product	ZNF295	KIAA1227	21q22.3	49854	ENSG00000173276	OTTHUMG00000086789	28	Zinc fingers C2H2-type
HGNC:15981	ZNF296	zinc finger protein 296	Approved	gene with protein product	ZNF342		19q13.32	162979	ENSG00000170684	OTTHUMG00000181766	28	Zinc fingers C2H2-type
HGNC:13085	ZBTB22	zinc finger and BTB domain containing 22	Approved	gene with protein product	ZNF297	BING1, ZNF297A, fruitless, fru, ZBTB22A	6p21.3	9278	ENSG00000236104	OTTHUMG00000031110	28	Zinc fingers C2H2-type
HGNC:17908	ZBTB43	zinc finger and BTB domain containing 43	Approved	gene with protein product	ZNF297B	KIAA0414, ZNF-X, FLJ22470, ZBTB22B	9q33.3	23099	ENSG00000169155	OTTHUMG00000020693	28	Zinc fingers C2H2-type
HGNC:13999	PRDM15	PR/SET domain 15	Approved	gene with protein product	ZNF298, C21orf83		21q22.3	63977	ENSG00000141956	OTTHUMG00000086781	28	Zinc fingers C2H2-type
HGNC:13089	ZNF3	zinc finger protein 3	Approved	gene with protein product		A8-51, KOX25, PP838, FLJ20216, HF.12, Zfp113	7q22.1	7551	ENSG00000166526	OTTHUMG00000154596	28	Zinc fingers C2H2-type
HGNC:13090	ZNF30	zinc finger protein 30	Approved	gene with protein product		KOX28, DKFZp686N19164, FLJ20562	19q13.13	90075	ENSG00000168661	OTTHUMG00000182960	28	Zinc fingers C2H2-type
HGNC:13091	ZNF300	zinc finger protein 300	Approved	gene with protein product			5q33.1	91975	ENSG00000145908	OTTHUMG00000130076	28	Zinc fingers C2H2-type
HGNC:13848	ZNF302	zinc finger protein 302	Approved	gene with protein product		ZNF327, ZNF135L, ZNF140L	19q13.11	55900	ENSG00000089335	OTTHUMG00000163329	28	Zinc fingers C2H2-type
HGNC:13505	ZNF304	zinc finger protein 304	Approved	gene with protein product			19q13.4	57343	ENSG00000131845	OTTHUMG00000183245	28	Zinc fingers C2H2-type
HGNC:13853	ZKSCAN3	zinc finger with KRAB and SCAN domains 3	Approved	gene with protein product	ZNF306, ZNF309	Zfp47, ZF47, ZSCAN35	6p22.1	80317	ENSG00000189298	OTTHUMG00000014521	28	Zinc fingers C2H2-type
HGNC:13854	ZKSCAN4	zinc finger with KRAB and SCAN domains 4	Approved	gene with protein product	ZNF307, ZNF427	p373c6.1, P1P373C6, FLJ32136, ZSCAN36	6p22.1	387032	ENSG00000187626	OTTHUMG00000014511	28	Zinc fingers C2H2-type
HGNC:13847	ZNF311	zinc finger protein 311	Approved	gene with protein product			6p22.1	282890	ENSG00000197935	OTTHUMG00000031292	28	Zinc fingers C2H2-type
HGNC:13506	FEZF2	FEZ family zinc finger 2	Approved	gene with protein product	ZNF312	FLJ10142, FKSG36, TOF, FEZL, Zfp312	3p14.2	55079	ENSG00000153266	OTTHUMG00000158705	28	Zinc fingers C2H2-type
HGNC:22788	FEZF1	FEZ family zinc finger 1	Approved	gene with protein product	ZNF312B		7q31.32	389549	ENSG00000128610	OTTHUMG00000157091	28	Zinc fingers C2H2-type
HGNC:13843	ZNF316	zinc finger protein 316	Approved	gene with protein product		MZF-3, ENST00000305834	7p22.1	100131017	ENSG00000205903	OTTHUMG00000151854	28	Zinc fingers C2H2-type
HGNC:13507	ZNF317	zinc finger protein 317	Approved	gene with protein product			19p13	57693	ENSG00000130803	OTTHUMG00000179932	28	Zinc fingers C2H2-type
HGNC:13578	ZNF318	zinc finger protein 318	Approved	gene with protein product		HRIHFB2436, ZFP318	6p21.1	24149	ENSG00000171467	OTTHUMG00000014732	28	Zinc fingers C2H2-type
HGNC:13644	ZNF319	zinc finger protein 319	Approved	gene with protein product		KIAA1388, Zfp319	16q21	57567	ENSG00000166188	OTTHUMG00000175512	28	Zinc fingers C2H2-type
HGNC:13095	ZNF32	zinc finger protein 32	Approved	gene with protein product		KOX30	10q11.21	7580	ENSG00000169740	OTTHUMG00000018043	28	Zinc fingers C2H2-type
HGNC:13842	ZNF320	zinc finger protein 320	Approved	gene with protein product		ZFPL, DKFZp686G16228	19q13.41	162967	ENSG00000182986	OTTHUMG00000182797	28	Zinc fingers C2H2-type
HGNC:23640	ZNF322	zinc finger protein 322	Approved	gene with protein product	ZNF489, ZNF388, HCG12, ZNF322A	bA457M11.3, bA457M11.2	6p22.2	79692	ENSG00000181315	OTTHUMG00000014460	28	Zinc fingers C2H2-type
HGNC:14097	ZSCAN31	zinc finger and SCAN domain containing 31	Approved	gene with protein product	ZNF310P, ZNF323		6p22.1	64288	ENSG00000235109	OTTHUMG00000014518	28	Zinc fingers C2H2-type
HGNC:14096	ZNF324	zinc finger protein 324	Approved	gene with protein product		ZF5128, ZNF324A	19q13.43	25799	ENSG00000083812	OTTHUMG00000183540	28	Zinc fingers C2H2-type
HGNC:33107	ZNF324B	zinc finger protein 324B	Approved	gene with protein product		FLJ45850	19q13.43	388569	ENSG00000249471	OTTHUMG00000183539	28	Zinc fingers C2H2-type
HGNC:14104	ZNF326	zinc finger protein 326	Approved	gene with protein product		Zfp326, ZAN75, FLJ20403, ZIRD	1p22.2	284695	ENSG00000162664	OTTHUMG00000010675	28	Zinc fingers C2H2-type
HGNC:14209	ZNF329	zinc finger protein 329	Approved	gene with protein product		FLJ12586	19q13.43	79673	ENSG00000181894	OTTHUMG00000183453	28	Zinc fingers C2H2-type
HGNC:15462	ZNF330	zinc finger protein 330	Approved	gene with protein product		NOA36, HSA6591	4q31.21	27309	ENSG00000109445	OTTHUMG00000133413	28	Zinc fingers C2H2-type
HGNC:15489	ZNF331	zinc finger protein 331	Approved	gene with protein product		RITA, ZNF463, ZNF361	19q13	55422	ENSG00000130844	OTTHUMG00000163019	28	Zinc fingers C2H2-type
HGNC:15624	ZNF333	zinc finger protein 333	Approved	gene with protein product		KIAA1806	19p13.12	84449	ENSG00000160961	OTTHUMG00000183407	28	Zinc fingers C2H2-type
HGNC:15806	ZNF334	zinc finger protein 334	Approved	gene with protein product		bA179N14.1	20q13.12	55713	ENSG00000198185	OTTHUMG00000032654	28	Zinc fingers C2H2-type
HGNC:15807	ZNF335	zinc finger protein 335	Approved	gene with protein product		bA465L10.2, NIF-1	20q13.12	63925	ENSG00000198026	OTTHUMG00000032637	28	Zinc fingers C2H2-type
HGNC:15808	GZF1	GDNF inducible zinc finger protein 1	Approved	gene with protein product	ZNF336	dJ322G13.2, ZBTB23	20p11.21	64412	ENSG00000125812	OTTHUMG00000032069	28	Zinc fingers C2H2-type
HGNC:15809	ZNF337	zinc finger protein 337	Approved	gene with protein product		dJ694B14.1	20p11.21	26152	ENSG00000130684	OTTHUMG00000032131	28	Zinc fingers C2H2-type
HGNC:15940	ZFP64	ZFP64 zinc finger protein	Approved	gene with protein product	ZNF338	FLJ10734, dJ831D17.1, FLJ12628, dJ548G19.1	20q13.2	55734	ENSG00000020256	OTTHUMG00000032756	28	Zinc fingers C2H2-type
HGNC:15804	OVOL2	ovo like zinc finger 2	Approved	gene with protein product	ZNF339, CHED1	bA504H3.3, HOVO2, CHED	20p11.23	58495	ENSG00000125850	OTTHUMG00000031960	28	Zinc fingers C2H2-type
HGNC:13096	ZNF33A	zinc finger protein 33A	Approved	gene with protein product	ZNF33, ZNF11A	KOX5, KOX31, KIAA0065, FLJ23404, ZZAPK	10p11.1	7581	ENSG00000189180	OTTHUMG00000017983	28	Zinc fingers C2H2-type
HGNC:13097	ZNF33B	zinc finger protein 33B	Approved	gene with protein product	ZNF11B	KOX31, KOX2	10q11.21	7582	ENSG00000196693	OTTHUMG00000018014	28	Zinc fingers C2H2-type
HGNC:13098	ZNF34	zinc finger protein 34	Approved	gene with protein product		KOX32	8q24.3	80778	ENSG00000196378	OTTHUMG00000165248	28	Zinc fingers C2H2-type
HGNC:16094	ZBTB46	zinc finger and BTB domain containing 46	Approved	gene with protein product	ZNF340, BTBD4	FLJ13502, RINZF, BZEL	20q13.33	140685	ENSG00000130584	OTTHUMG00000033001	28	Zinc fingers C2H2-type
HGNC:15992	ZNF341	zinc finger protein 341	Approved	gene with protein product		dJ553F4.3	20q11.22	84905	ENSG00000131061	OTTHUMG00000032275	28	Zinc fingers C2H2-type
HGNC:16017	ZNF343	zinc finger protein 343	Approved	gene with protein product		MGC10715	20p13	79175	ENSG00000088876	OTTHUMG00000031701	28	Zinc fingers C2H2-type
HGNC:16367	ZNF345	zinc finger protein 345	Approved	gene with protein product		HZF10	19q13.12	25850	ENSG00000251247	OTTHUMG00000048162	28	Zinc fingers C2H2-type
HGNC:16447	ZNF347	zinc finger protein 347	Approved	gene with protein product		ZNF1111	19q13.3	84671	ENSG00000197937	OTTHUMG00000182883	28	Zinc fingers C2H2-type
HGNC:16682	ZBTB33	zinc finger and BTB domain containing 33	Approved	gene with protein product		ZNF-kaiso, kaiso, WUGSC:H_DJ525N14.1, KAISO, ZNF348	Xq24	10009	ENSG00000177485	OTTHUMG00000171159	28	Zinc fingers C2H2-type
HGNC:13099	ZNF35	zinc finger protein 35	Approved	gene with protein product		HF.10, HF10, Zfp105	3p21.31	7584	ENSG00000169981	OTTHUMG00000133091	28	Zinc fingers C2H2-type
HGNC:16656	ZNF350	zinc finger protein 350	Approved	gene with protein product		ZBRK1, ZFQR	19q13.41	59348	ENSG00000256683	OTTHUMG00000182538	28	Zinc fingers C2H2-type
HGNC:11628	ZNF354A	zinc finger protein 354A	Approved	gene with protein product	TCF17	KID-1, EZNF, HKL1, KID1	5q35.3	6940	ENSG00000169131	OTTHUMG00000130895	28	Zinc fingers C2H2-type
HGNC:17197	ZNF354B	zinc finger protein 354B	Approved	gene with protein product		KID2, FLJ25008	5q35.3	117608	ENSG00000178338	OTTHUMG00000130896	28	Zinc fingers C2H2-type
HGNC:16736	ZNF354C	zinc finger protein 354C	Approved	gene with protein product		KID3	5q35.3	30832	ENSG00000177932	OTTHUMG00000130888	28	Zinc fingers C2H2-type
HGNC:16838	ZNF358	zinc finger protein 358	Approved	gene with protein product		FLJ10390, ZFEND	19p13.2	140467	ENSG00000198816	OTTHUMG00000182582	28	Zinc fingers C2H2-type
HGNC:13101	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	Approved	gene with protein product	ZNF139, ZNF36	KOX18, PHZ-37, ZSCAN33	7q22.1	7586	ENSG00000106261	OTTHUMG00000156534	28	Zinc fingers C2H2-type
HGNC:13093	ZSCAN20	zinc finger and SCAN domain containing 20	Approved	gene with protein product	ZNF360, ZNF31	KOX29	1p35.1	7579	ENSG00000121903	OTTHUMG00000004173	28	Zinc fingers C2H2-type
HGNC:18079	ZNF362	zinc finger protein 362	Approved	gene with protein product		FLJ25476, lin-29, RN	1p35.1	149076	ENSG00000160094	OTTHUMG00000004124	28	Zinc fingers C2H2-type
HGNC:18194	ZNF365	zinc finger protein 365	Approved	gene with protein product		KIAA0844, UAN	10q21.2	22891	ENSG00000138311	OTTHUMG00000018302	28	Zinc fingers C2H2-type
HGNC:18316	ZNF366	zinc finger protein 366	Approved	gene with protein product		FLJ39796	5q13.1	167465	ENSG00000178175	OTTHUMG00000100965	28	Zinc fingers C2H2-type
HGNC:18320	ZNF367	zinc finger protein 367	Approved	gene with protein product		FLJ33970	9q22.32	195828	ENSG00000165244	OTTHUMG00000020295	28	Zinc fingers C2H2-type
HGNC:13102	ZNF37A	zinc finger protein 37A	Approved	gene with protein product		KOX21, ZNF37	10p11.1	7587	ENSG00000075407	OTTHUMG00000191777	28	Zinc fingers C2H2-type
HGNC:13104	ZSCAN21	zinc finger and SCAN domain containing 21	Approved	gene with protein product	ZNF38	DKFZp434L134, NY-REN-21, Zipro1	7q22.1	7589	ENSG00000166529	OTTHUMG00000154583	28	Zinc fingers C2H2-type
HGNC:17409	ZNF382	zinc finger protein 382	Approved	gene with protein product		FLJ14686, KS1	19q13.12	84911	ENSG00000161298	OTTHUMG00000048153	28	Zinc fingers C2H2-type
HGNC:18609	ZNF383	zinc finger protein 383	Approved	gene with protein product		FLJ35863	19q13.13	163087	ENSG00000188283	OTTHUMG00000181890	28	Zinc fingers C2H2-type
HGNC:11955	ZNF384	zinc finger protein 384	Approved	gene with protein product	TNRC1	CAGH1A, CIZ, NMP4, NP	12p13.31	171017	ENSG00000126746	OTTHUMG00000168716	28	Zinc fingers C2H2-type
HGNC:21193	ZSCAN23	zinc finger and SCAN domain containing 23	Approved	gene with protein product	ZNF453, ZNF390	dJ29K1.3.1	6p22.1	222696	ENSG00000187987	OTTHUMG00000016346	28	Zinc fingers C2H2-type
HGNC:18779	ZNF391	zinc finger protein 391	Approved	gene with protein product		dJ153G14.3	6p22.1	346157	ENSG00000124613	OTTHUMG00000014477	28	Zinc fingers C2H2-type
HGNC:20813	ZSCAN16	zinc finger and SCAN domain containing 16	Approved	gene with protein product	ZNF392, ZNF435	FLJ22191, dJ265C24.3	6p22.1	80345	ENSG00000196812	OTTHUMG00000014509	28	Zinc fingers C2H2-type
HGNC:18830	KLF17	Kruppel like factor 17	Approved	gene with protein product	ZNF393	Zfp393, FLJ40160	1p34.1	128209	ENSG00000171872	OTTHUMG00000009664	28	Zinc fingers C2H2-type
HGNC:18832	ZNF394	zinc finger protein 394	Approved	gene with protein product		ZKSCAN14, FLJ12298, ZSCAN46	7q22.1	84124	ENSG00000160908	OTTHUMG00000154660	28	Zinc fingers C2H2-type
HGNC:18737	ZNF395	zinc finger protein 395	Approved	gene with protein product		PRF-1, HDBP2, PBF, DKFZp434K1210	8p21.1	55893	ENSG00000186918	OTTHUMG00000102137	28	Zinc fingers C2H2-type
HGNC:18824	ZNF396	zinc finger protein 396	Approved	gene with protein product		ZSCAN14, FLJ31213	18q12.2	252884	ENSG00000186496	OTTHUMG00000132562	28	Zinc fingers C2H2-type
HGNC:18818	ZNF397	zinc finger protein 397	Approved	gene with protein product	ZNF47	ZSCAN15, MGC13250	18q12.2	84307	ENSG00000186812	OTTHUMG00000178532	28	Zinc fingers C2H2-type
HGNC:18373	ZNF398	zinc finger protein 398	Approved	gene with protein product		ZER6, KIAA1339, P51, P71	7q35	57541	ENSG00000197024	OTTHUMG00000158970	28	Zinc fingers C2H2-type
HGNC:19417	ZNF404	zinc finger protein 404	Approved	gene with protein product			19q13.31	342908	ENSG00000176222	OTTHUMG00000182206	28	Zinc fingers C2H2-type
HGNC:19899	ZFAT	zinc finger and AT-hook domain containing	Approved	gene with protein product	ZNF406, ZFAT1	KIAA1485	8q24.22	57623	ENSG00000066827	OTTHUMG00000164321	28	Zinc fingers C2H2-type
HGNC:19904	ZNF407	zinc finger protein 407	Approved	gene with protein product		FLJ20307, FLJ13839, KIAA1703	18q23	55628	ENSG00000215421	OTTHUMG00000179122	28	Zinc fingers C2H2-type
HGNC:20041	ZNF408	zinc finger protein 408	Approved	gene with protein product		FLJ12827	11p11.2	79797	ENSG00000175213	OTTHUMG00000166568	28	Zinc fingers C2H2-type
HGNC:20152	ZFHX2	zinc finger homeobox 2	Approved	gene with protein product	ZNF409	KIAA1762, KIAA1056, ZFH-5	14q11.2	85446	ENSG00000136367	OTTHUMG00000156894	28	Zinc fingers C2H2-type
HGNC:4920	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1	Approved	gene with protein product	ZNF40	CIRIP, MBP-1, CRYBP1, PRDII-BF1, ZAS1, Schnurri-1, ZNF40A	6p24.1	3096	ENSG00000095951	OTTHUMG00000014265	28	Zinc fingers C2H2-type
HGNC:4921	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2	Approved	gene with protein product		MBP-2, HIV-EP2, MIBP1, ZAS2, Schnurri-2, ZNF40B	6q24.2	3097	ENSG00000010818	OTTHUMG00000015713	28	Zinc fingers C2H2-type
HGNC:13561	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3	Approved	gene with protein product		KRC, KBP1, KBP-1, SHN3, FLJ16752, KIAA1555, ZAS3, Schnurri-3, ZNF40C	1p34.2	59269	ENSG00000127124	OTTHUMG00000006361	28	Zinc fingers C2H2-type
HGNC:13107	ZNF41	zinc finger protein 41	Approved	gene with protein product		MGC8941, MRX89	Xp11.3	7592	ENSG00000147124	OTTHUMG00000021448	28	Zinc fingers C2H2-type
HGNC:20144	ZNF410	zinc finger protein 410	Approved	gene with protein product		APA1, APA-1	14q24.3	57862	ENSG00000119725	OTTHUMG00000171257	28	Zinc fingers C2H2-type
HGNC:20630	ZNF414	zinc finger protein 414	Approved	gene with protein product		MGC15716, Zfp414	19p13.2	84330	ENSG00000133250	OTTHUMG00000182240	28	Zinc fingers C2H2-type
HGNC:20636	ZNF415	zinc finger protein 415	Approved	gene with protein product			19q13.42	55786	ENSG00000170954	OTTHUMG00000182865	28	Zinc fingers C2H2-type
HGNC:20645	ZNF416	zinc finger protein 416	Approved	gene with protein product		FLJ20557	19q13.4	55659	ENSG00000083817	OTTHUMG00000183467	28	Zinc fingers C2H2-type
HGNC:20646	ZNF417	zinc finger protein 417	Approved	gene with protein product		MGC34079	19q13.43	147687	ENSG00000173480	OTTHUMG00000183488	28	Zinc fingers C2H2-type
HGNC:20647	ZNF418	zinc finger protein 418	Approved	gene with protein product		KIAA1956, FLJ31551	19q13.43	147686	ENSG00000196724	OTTHUMG00000183448	28	Zinc fingers C2H2-type
HGNC:20648	ZNF419	zinc finger protein 419	Approved	gene with protein product	ZNF419A	ZAPHIR	19q13.43	79744	ENSG00000105136	OTTHUMG00000037073	28	Zinc fingers C2H2-type
HGNC:13108	MZF1	myeloid zinc finger 1	Approved	gene with protein product	ZNF42	ZSCAN6, MZF1B, MZF-1, Zfp98	19q13.43	7593	ENSG00000099326	OTTHUMG00000183550	28	Zinc fingers C2H2-type
HGNC:20649	ZNF420	zinc finger protein 420	Approved	gene with protein product		FLJ32191	19q13.12	147923	ENSG00000197050	OTTHUMG00000048168	28	Zinc fingers C2H2-type
HGNC:16762	ZNF423	zinc finger protein 423	Approved	gene with protein product		KIAA0760, OAZ, hOAZ, Ebfaz, Zfp104, NPHP14, JBTS19	16q12.1	23090	ENSG00000102935	OTTHUMG00000173491	28	Zinc fingers C2H2-type
HGNC:20690	ZNF425	zinc finger protein 425	Approved	gene with protein product			7q36.1	155054	ENSG00000204947	OTTHUMG00000158971	28	Zinc fingers C2H2-type
HGNC:20725	ZNF426	zinc finger protein 426	Approved	gene with protein product		MGC2663	19p13.2	79088	ENSG00000130818	OTTHUMG00000180132	28	Zinc fingers C2H2-type
HGNC:20804	ZNF428	zinc finger protein 428	Approved	gene with protein product	C19orf37	MGC51082, Zfp428	19q13.31	126299	ENSG00000131116	OTTHUMG00000182734	28	Zinc fingers C2H2-type
HGNC:20817	ZNF429	zinc finger protein 429	Approved	gene with protein product			19p12	353088	ENSG00000197013	OTTHUMG00000182848	28	Zinc fingers C2H2-type
HGNC:13109	ZNF43	zinc finger protein 43	Approved	gene with protein product	ZNF39L1	HTF6, KOX27	19p12	7594	ENSG00000198521	OTTHUMG00000128543	28	Zinc fingers C2H2-type
HGNC:20808	ZNF430	zinc finger protein 430	Approved	gene with protein product		FLJ13659	19p12	80264	ENSG00000118620	OTTHUMG00000182771	28	Zinc fingers C2H2-type
HGNC:20809	ZNF431	zinc finger protein 431	Approved	gene with protein product		KIAA1969	19p12	170959	ENSG00000196705	OTTHUMG00000182835	28	Zinc fingers C2H2-type
HGNC:20810	ZNF432	zinc finger protein 432	Approved	gene with protein product		KIAA0798	19q13.41	9668	ENSG00000256087	OTTHUMG00000182552	28	Zinc fingers C2H2-type
HGNC:20811	ZNF433	zinc finger protein 433	Approved	gene with protein product		FLJ40981	19p13.2	163059	ENSG00000197647	OTTHUMG00000156427	28	Zinc fingers C2H2-type
HGNC:20812	ZSCAN32	zinc finger and SCAN domain containing 32	Approved	gene with protein product	ZNF434	FLJ20417	16p13.3	54925	ENSG00000140987	OTTHUMG00000129357	28	Zinc fingers C2H2-type
HGNC:20814	ZNF436	zinc finger protein 436	Approved	gene with protein product		KIAA1710, Zfp46	1p36.12	80818	ENSG00000125945	OTTHUMG00000003232	28	Zinc fingers C2H2-type
